,codigo_tse,uf,nome_municipio,capital,codigo_ibge
1319,8052,MA,SÃO LUÍS GONZAGA DO MARANHÃO,0,2111409
1320,9237,MA,SÃO MATEUS DO MARANHÃO,0,2111508
1321,8389,MA,SÃO PEDRO DA ÁGUA BRANCA,0,2111532
1322,8400,MA,SÃO PEDRO DOS CRENTES,0,2111573
1323,9253,MA,SÃO RAIMUNDO DAS MANGABEIRAS,0,2111607
1324,8427,MA,SÃO RAIMUNDO DO DOCA BEZERRA,0,2111631
1325,8443,MA,SÃO ROBERTO,0,2111672
1326,9270,MA,SÃO VICENTE FERRER,0,2111706
1327,9296,MA,SÍTIO NOVO,0,2111805
1328,9334,MA,TASSO FRAGOSO,0,2112001
1329,9350,MA,TIMBIRAS,0,2112100
1330,9377,MA,TIMON,0,2112209
1331,8567,MA,TRIZIDELA DO VALE,0,2112233
1332,8583,MA,TUFILÂNDIA,0,2112274
1333,9393,MA,TUNTUM,0,2112308
1334,9415,MA,TURIAÇU,0,2112407
1335,8605,MA,TURILÂNDIA,0,2112456
1336,9431,MA,TUTÓIA,0,2112506
1337,9458,MA,URBANO SANTOS,0,2112605
1338,9474,MA,VARGEM GRANDE,0,2112704
1339,9490,MA,VIANA,0,2112803
1340,8621,MA,VILA NOVA DOS MARTÍRIOS,0,2112852
1341,9539,MA,VITORINO FREIRE,0,2113009
1342,9512,MA,VITÓRIA DO MEARIM,0,2112902
1343,9717,MA,ZÉ DOCA,0,2114007
1344,7005,MA,ÁGUA DOCE DO MARANHÃO,0,2100154
1345,40010,MG,ABADIA DOS DOURADOS,0,3100104
1346,40037,MG,ABAETÉ,0,3100203
1347,40053,MG,ABRE CAMPO,0,3100302
1348,40070,MG,ACAIACA,0,3100401
1349,40150,MG,AGUANIL,0,3100807
1350,40215,MG,AIMORÉS,0,3101102
1351,40231,MG,AIURUOCA,0,3101201
1352,40258,MG,ALAGOA,0,3101300
1353,40274,MG,ALBERTINA,0,3101409
1354,40312,MG,ALFENAS,0,3101607
1355,40002,MG,ALFREDO VASCONCELOS,0,3101631
1356,40339,MG,ALMENARA,0,3101706
1357,40355,MG,ALPERCATA,0,3101805
1358,40371,MG,ALPINÓPOLIS,0,3101904
1359,40398,MG,ALTEROSA,0,3102001
1360,41661,MG,ALTO CAPARAÓ,0,3102050
1361,50695,MG,ALTO JEQUITIBÁ,0,3153509
1362,40410,MG,ALTO RIO DOCE,0,3102100
1363,40436,MG,ALVARENGA,0,3102209
1364,40452,MG,ALVINÓPOLIS,0,3102308
1365,40479,MG,ALVORADA DE MINAS,0,3102407
1366,40290,MG,ALÉM PARAÍBA,0,3101508
1367,40495,MG,AMPARO DO SERRA,0,3102506
1368,40517,MG,ANDRADAS,0,3102605
1369,40550,MG,ANDRELÂNDIA,0,3102803
1370,41688,MG,ANGELÂNDIA,0,3102852
1371,40576,MG,ANTÔNIO CARLOS,0,3102902
1372,40592,MG,ANTÔNIO DIAS,0,3103009
1373,40614,MG,ANTÔNIO PRADO DE MINAS,0,3103108
1374,40657,MG,ARACITABA,0,3103306
1375,40690,MG,ARAGUARI,0,3103504
1376,40711,MG,ARANTINA,0,3103603
1377,40738,MG,ARAPONGA,0,3103702
1378,40029,MG,ARAPORÃ,0,3103751
1379,40754,MG,ARAPUÁ,0,3103801
1380,40797,MG,ARAXÁ,0,3104007
1381,40630,MG,ARAÇAÍ,0,3103207
1382,40673,MG,ARAÇUAÍ,0,3103405
1383,40770,MG,ARAÚJOS,0,3103900
1384,40819,MG,ARCEBURGO,0,3104106
1385,40835,MG,ARCOS,0,3104205
1386,40851,MG,AREADO,0,3104304
1387,40878,MG,ARGIRITA,0,3104403
1388,41700,MG,ARICANDUVA,0,3104452
1389,40894,MG,ARINOS,0,3104502
1390,40916,MG,ASTOLFO DUTRA,0,3104601
1391,40932,MG,ATALÉIA,0,3104700
1392,40959,MG,AUGUSTO DE LIMA,0,3104809
1393,40096,MG,AÇUCENA,0,3100500
1394,40975,MG,BAEPENDI,0,3104908
1395,40991,MG,BALDIM,0,3105004
1396,41017,MG,BAMBUÍ,0,3105103
1397,41033,MG,BANDEIRA,0,3105202
1398,41050,MG,BANDEIRA DO SUL,0,3105301
1399,41114,MG,BARBACENA,0,3105608
1400,41130,MG,BARRA LONGA,0,3105707
1401,41173,MG,BARROSO,0,3105905
1402,41076,MG,BARÃO DE COCAIS,0,3105400
1403,41092,MG,BARÃO DE MONTE ALTO,0,3105509
1404,41190,MG,BELA VISTA DE MINAS,0,3106002
1405,41211,MG,BELMIRO BRAGA,0,3106101
1406,41238,MG,BELO HORIZONTE,1,3106200
1407,41254,MG,BELO ORIENTE,0,3106309
1408,41270,MG,BELO VALE,0,3106408
1409,41297,MG,BERILO,0,3106507
1410,41726,MG,BERIZAL,0,3106655
1411,41319,MG,BERTÓPOLIS,0,3106606
1412,41335,MG,BETIM,0,3106705
1413,41351,MG,BIAS FORTES,0,3106804
1414,41378,MG,BICAS,0,3106903
1415,41394,MG,BIQUINHAS,0,3107000
1416,41416,MG,BOA ESPERANÇA,0,3107109
1417,41432,MG,BOCAINA DE MINAS,0,3107208
1418,41459,MG,BOCAIÚVA,0,3107307
1419,41475,MG,BOM DESPACHO,0,3107406
1420,41491,MG,BOM JARDIM DE MINAS,0,3107505
1421,41513,MG,BOM JESUS DA PENHA,0,3107604
1422,41530,MG,BOM JESUS DO AMPARO,0,3107703
1423,41556,MG,BOM JESUS DO GALHO,0,3107802
1424,41572,MG,BOM REPOUSO,0,3107901
1425,41599,MG,BOM SUCESSO,0,3108008
1426,41610,MG,BONFIM,0,3108107
1427,41637,MG,BONFINÓPOLIS DE MINAS,0,3108206
1428,41742,MG,BONITO DE MINAS,0,3108255
1429,41653,MG,BORDA DA MATA,0,3108305
1430,41670,MG,BOTELHOS,0,3108404
1431,41696,MG,BOTUMIRIM,0,3108503
1432,40045,MG,BRASILÂNDIA DE MINAS,0,3108552
1433,41718,MG,BRASÍLIA DE MINAS,0,3108602
1434,41777,MG,BRAZÓPOLIS,0,3108909
1435,41750,MG,BRAÚNAS,0,3108800
1436,41793,MG,BRUMADINHO,0,3109006
1437,41734,MG,BRÁS PIRES,0,3108701
1438,41815,MG,BUENO BRANDÃO,0,3109105
1439,41831,MG,BUENÓPOLIS,0,3109204
1440,41769,MG,BUGRE,0,3109253
1441,41858,MG,BURITIS,0,3109303
1442,41874,MG,BURITIZEIRO,0,3109402
1443,41785,MG,CABECEIRA GRANDE,0,3109451
1444,41890,MG,CABO VERDE,0,3109501
1445,41912,MG,CACHOEIRA DA PRATA,0,3109600
1446,41939,MG,CACHOEIRA DE MINAS,0,3109709
1447,40533,MG,CACHOEIRA DE PAJEÚ,0,3102704
1448,41955,MG,CACHOEIRA DOURADA,0,3109808
1449,41971,MG,CAETANÓPOLIS,0,3109907
1450,41998,MG,CAETÉ,0,3110004
1451,42013,MG,CAIANA,0,3110103
1452,42030,MG,CAJURI,0,3110202
1453,42056,MG,CALDAS,0,3110301
1454,42072,MG,CAMACHO,0,3110400
1455,42099,MG,CAMANDUCAIA,0,3110509
1456,42137,MG,CAMBUQUIRA,0,3110707
1457,42110,MG,CAMBUÍ,0,3110608
1458,42170,MG,CAMPANHA,0,3110905
1459,42153,MG,CAMPANÁRIO,0,3110806
1460,42196,MG,CAMPESTRE,0,3111002
1461,42218,MG,CAMPINA VERDE,0,3111101
1462,41807,MG,CAMPO AZUL,0,3111150
1463,42234,MG,CAMPO BELO,0,3111200
1464,42250,MG,CAMPO DO MEIO,0,3111309
1465,42277,MG,CAMPO FLORIDO,0,3111408
1466,42293,MG,CAMPOS ALTOS,0,3111507
1467,42315,MG,CAMPOS GERAIS,0,3111606
1468,42374,MG,CANA VERDE,0,3111903
1469,42331,MG,CANAÃ,0,3111705
1470,42390,MG,CANDEIAS,0,3112000
1471,41823,MG,CANTAGALO,0,3112059
1472,42358,MG,CANÁPOLIS,0,3111804
1473,42412,MG,CAPARAÓ,0,3112109
1474,42439,MG,CAPELA NOVA,0,3112208
1475,42455,MG,CAPELINHA,0,3112307
1476,42471,MG,CAPETINGA,0,3112406
1477,42498,MG,CAPIM BRANCO,0,3112505
1478,42510,MG,CAPINÓPOLIS,0,3112604
1479,40061,MG,CAPITÃO ANDRADE,0,3112653
1480,42536,MG,CAPITÃO ENÉAS,0,3112703
1481,42552,MG,CAPITÓLIO,0,3112802
1482,42579,MG,CAPUTIRA,0,3112901
1483,42617,MG,CARANAÍBA,0,3113107
1484,42633,MG,CARANDAÍ,0,3113206
1485,42650,MG,CARANGOLA,0,3113305
1486,42676,MG,CARATINGA,0,3113404
1487,42595,MG,CARAÍ,0,3113008
1488,42692,MG,CARBONITA,0,3113503
1489,42714,MG,CAREAÇU,0,3113602
1490,42730,MG,CARLOS CHAGAS,0,3113701
1491,42773,MG,CARMO DA CACHOEIRA,0,3113909
1492,42790,MG,CARMO DA MATA,0,3114006
1493,42811,MG,CARMO DE MINAS,0,3114105
1494,42838,MG,CARMO DO CAJURU,0,3114204
1495,42854,MG,CARMO DO PARANAÍBA,0,3114303
1496,42870,MG,CARMO DO RIO CLARO,0,3114402
1497,42757,MG,CARMÉSIA,0,3113800
1498,42897,MG,CARMÓPOLIS DE MINAS,0,3114501
1499,40088,MG,CARNEIRINHO,0,3114550
1500,42919,MG,CARRANCAS,0,3114600
1501,42951,MG,CARVALHOS,0,3114808
1502,42935,MG,CARVALHÓPOLIS,0,3114709
1503,42978,MG,CASA GRANDE,0,3114907
1504,42994,MG,CASCALHO RICO,0,3115003
1505,43052,MG,CATAGUASES,0,3115300
1506,41840,MG,CATAS ALTAS,0,3115359
1507,43079,MG,CATAS ALTAS DA NORUEGA,0,3115409
1508,40100,MG,CATUJI,0,3115458
1509,41866,MG,CATUTI,0,3115474
1510,43095,MG,CAXAMBU,0,3115508
1511,43117,MG,CEDRO DO ABAETÉ,0,3115607
1512,43133,MG,CENTRAL DE MINAS,0,3115706
1513,43150,MG,CENTRALINA,0,3115805
1514,43192,MG,CHALÉ,0,3116001
1515,43214,MG,CHAPADA DO NORTE,0,3116100
1516,41882,MG,CHAPADA GAÚCHA,0,3116159
1517,43230,MG,CHIADOR,0,3116209
1518,43176,MG,CHÁCARA,0,3115904
1519,43257,MG,CIPOTÂNEA,0,3116308
1520,43273,MG,CLARAVAL,0,3116407
1521,43290,MG,CLARO DOS POÇÕES,0,3116506
1522,43311,MG,CLÁUDIO,0,3116605
1523,43338,MG,COIMBRA,0,3116704
1524,43354,MG,COLUNA,0,3116803
1525,43370,MG,COMENDADOR GOMES,0,3116902
1526,43397,MG,COMERCINHO,0,3117009
1527,43419,MG,CONCEIÇÃO DA APARECIDA,0,3117108
1528,43036,MG,CONCEIÇÃO DA BARRA DE MINAS,0,3115201
1529,43451,MG,CONCEIÇÃO DAS ALAGOAS,0,3117306
1530,43435,MG,CONCEIÇÃO DAS PEDRAS,0,3117207
1531,43478,MG,CONCEIÇÃO DE IPANEMA,0,3117405
1532,43494,MG,CONCEIÇÃO DO MATO DENTRO,0,3117504
1533,43516,MG,CONCEIÇÃO DO PARÁ,0,3117603
1534,43532,MG,CONCEIÇÃO DO RIO VERDE,0,3117702
1535,43559,MG,CONCEIÇÃO DOS OUROS,0,3117801
1536,41920,MG,CONFINS,0,3117876
1537,43575,MG,CONGONHAL,0,3117900
1538,43591,MG,CONGONHAS,0,3118007
1539,43613,MG,CONGONHAS DO NORTE,0,3118106
1540,43630,MG,CONQUISTA,0,3118205
1541,43656,MG,CONSELHEIRO LAFAIETE,0,3118304
1542,43672,MG,CONSELHEIRO PENA,0,3118403
1543,43699,MG,CONSOLAÇÃO,0,3118502
1544,43710,MG,CONTAGEM,0,3118601
1545,43737,MG,COQUEIRAL,0,3118700
1546,43753,MG,CORAÇÃO DE JESUS,0,3118809
1547,43770,MG,CORDISBURGO,0,3118908
1548,43796,MG,CORDISLÂNDIA,0,3119005
1549,43818,MG,CORINTO,0,3119104
1550,43834,MG,COROACI,0,3119203
1551,43850,MG,COROMANDEL,0,3119302
1552,43877,MG,CORONEL FABRICIANO,0,3119401
1553,43893,MG,CORONEL MURTA,0,3119500
1554,43915,MG,CORONEL PACHECO,0,3119609
1555,43931,MG,CORONEL XAVIER CHAVES,0,3119708
1556,44016,MG,COUTO DE MAGALHÃES DE MINAS,0,3120102
1557,44032,MG,CRISTAIS,0,3120201
1558,44075,MG,CRISTIANO OTONI,0,3120409
1559,44091,MG,CRISTINA,0,3120508
1560,44059,MG,CRISTÁLIA,0,3120300
1561,41963,MG,CRISÓLITA,0,3120151
1562,44113,MG,CRUCILÂNDIA,0,3120607
1563,44130,MG,CRUZEIRO DA FORTALEZA,0,3120706
1564,44156,MG,CRUZÍLIA,0,3120805
1565,41980,MG,CUPARAQUE,0,3120839
1566,42005,MG,CURRAL DE DENTRO,0,3120870
1567,44172,MG,CURVELO,0,3120904
1568,43010,MG,CÁSSIA,0,3115102
1569,43958,MG,CÓRREGO DANTA,0,3119807
1570,43974,MG,CÓRREGO DO BOM JESUS,0,3119906
1571,41947,MG,CÓRREGO FUNDO,0,3119955
1572,43990,MG,CÓRREGO NOVO,0,3120003
1573,41904,MG,CÔNEGO MARINHO,0,3117836
1574,44199,MG,DATAS,0,3121001
1575,44210,MG,DELFIM MOREIRA,0,3121100
1576,44237,MG,DELFINÓPOLIS,0,3121209
1577,42021,MG,DELTA,0,3121258
1578,44253,MG,DESCOBERTO,0,3121308
1579,44270,MG,DESTERRO DE ENTRE RIOS,0,3121407
1580,44296,MG,DESTERRO DO MELO,0,3121506
1581,44318,MG,DIAMANTINA,0,3121605
1582,44334,MG,DIOGO DE VASCONCELOS,0,3121704
1583,44350,MG,DIONÍSIO,0,3121803
1584,44393,MG,DIVINO,0,3122009
1585,44415,MG,DIVINO DAS LARANJEIRAS,0,3122108
1586,44431,MG,DIVINOLÂNDIA DE MINAS,0,3122207
1587,44377,MG,DIVINÉSIA,0,3121902
1588,44458,MG,DIVINÓPOLIS,0,3122306
1589,40126,MG,DIVISA ALEGRE,0,3122355
1590,44474,MG,DIVISA NOVA,0,3122405
1591,40142,MG,DIVISÓPOLIS,0,3122454
1592,42048,MG,DOM BOSCO,0,3122470
1593,44490,MG,DOM CAVATI,0,3122504
1594,44512,MG,DOM JOAQUIM,0,3122603
1595,44539,MG,DOM SILVÉRIO,0,3122702
1596,44555,MG,DOM VIÇOSO,0,3122801
1597,44571,MG,DONA EUSÉBIA,0,3122900
1598,44598,MG,DORES DE CAMPOS,0,3123007
1599,44610,MG,DORES DE GUANHÃES,0,3123106
1600,44636,MG,DORES DO INDAIÁ,0,3123205
1601,44652,MG,DORES DO TURVO,0,3123304
1602,44679,MG,DORESÓPOLIS,0,3123403
1603,44695,MG,DOURADOQUARA,0,3123502
1604,40169,MG,DURANDÉ,0,3123528
1605,44717,MG,ELÓI MENDES,0,3123601
1606,44733,MG,ENGENHEIRO CALDAS,0,3123700
1607,44750,MG,ENGENHEIRO NAVARRO,0,3123809
1608,40185,MG,ENTRE FOLHAS,0,3123858
1609,44776,MG,ENTRE RIOS DE MINAS,0,3123908
1610,44792,MG,ERVÁLIA,0,3124005
1611,44814,MG,ESMERALDAS,0,3124104
1612,44830,MG,ESPERA FELIZ,0,3124203
1613,44857,MG,ESPINOSA,0,3124302
1614,44873,MG,ESPÍRITO SANTO DO DOURADO,0,3124401
1615,44890,MG,ESTIVA,0,3124500
1616,44911,MG,ESTRELA DALVA,0,3124609
1617,44938,MG,ESTRELA DO INDAIÁ,0,3124708
1618,44954,MG,ESTRELA DO SUL,0,3124807
1619,44970,MG,EUGENÓPOLIS,0,3124906
1620,44997,MG,EWBANK DA CÂMARA,0,3125002
1621,45012,MG,EXTREMA,0,3125101
1622,45039,MG,FAMA,0,3125200
1623,45055,MG,FARIA LEMOS,0,3125309
1624,45110,MG,FELISBURGO,0,3125606
1625,45136,MG,FELIXLÂNDIA,0,3125705
1626,45071,MG,FELÍCIO DOS SANTOS,0,3125408
1627,45152,MG,FERNANDES TOURINHO,0,3125804
1628,45179,MG,FERROS,0,3125903
1629,40207,MG,FERVEDOURO,0,3125952
1630,45195,MG,FLORESTAL,0,3126000
1631,45217,MG,FORMIGA,0,3126109
1632,45233,MG,FORMOSO,0,3126208
1633,45250,MG,FORTALEZA DE MINAS,0,3126307
1634,45276,MG,FORTUNA DE MINAS,0,3126406
1635,45292,MG,FRANCISCO BADARÓ,0,3126505
1636,45314,MG,FRANCISCO DUMONT,0,3126604
1637,45330,MG,FRANCISCO SÁ,0,3126703
1638,40223,MG,FRANCISCÓPOLIS,0,3126752
1639,45357,MG,FREI GASPAR,0,3126802
1640,45373,MG,FREI INOCÊNCIO,0,3126901
1641,42064,MG,FREI LAGONEGRO,0,3126950
1642,45390,MG,FRONTEIRA,0,3127008
1643,49352,MG,FRONTEIRA DOS VALES,0,3127057
1644,42080,MG,FRUTA DE LEITE,0,3127073
1645,45411,MG,FRUTAL,0,3127107
1646,45438,MG,FUNILÂNDIA,0,3127206
1647,45454,MG,GALILÉIA,0,3127305
1648,42102,MG,GAMELEIRAS,0,3127339
1649,42129,MG,GLAUCILÂNDIA,0,3127354
1650,42145,MG,GOIABEIRA,0,3127370
1651,42161,MG,GOIANÁ,0,3127388
1652,45497,MG,GONZAGA,0,3127503
1653,45470,MG,GONÇALVES,0,3127404
1654,45519,MG,GOUVEIA,0,3127602
1655,45535,MG,GOVERNADOR VALADARES,0,3127701
1656,45578,MG,GRUPIARA,0,3127909
1657,45551,MG,GRÃO MOGOL,0,3127800
1658,45594,MG,GUANHÃES,0,3128006
1659,45616,MG,GUAPÉ,0,3128105
1660,45632,MG,GUARACIABA,0,3128204
1661,42188,MG,GUARACIAMA,0,3128253
1662,45675,MG,GUARANI,0,3128402
1663,45659,MG,GUARANÉSIA,0,3128303
1664,45691,MG,GUARARÁ,0,3128501
1665,45713,MG,GUARDA-MOR,0,3128600
1666,45730,MG,GUAXUPÉ,0,3128709
1667,45756,MG,GUIDOVAL,0,3128808
1668,45772,MG,GUIMARÂNIA,0,3128907
1669,45799,MG,GUIRICEMA,0,3129004
1670,45810,MG,GURINHATÃ,0,3129103
1671,45837,MG,HELIODORA,0,3129202
1672,45853,MG,IAPU,0,3129301
1673,45870,MG,IBERTIOGA,0,3129400
1674,45918,MG,IBIAÍ,0,3129608
1675,42200,MG,IBIRACATU,0,3129657
1676,45934,MG,IBIRACI,0,3129707
1677,45950,MG,IBIRITÉ,0,3129806
1678,45977,MG,IBITIÚRA DE MINAS,0,3129905
1679,45993,MG,IBITURUNA,0,3130002
1680,45896,MG,IBIÁ,0,3129509
1681,40240,MG,ICARAÍ DE MINAS,0,3130051
1682,46019,MG,IGARAPÉ,0,3130101
1683,46035,MG,IGARATINGA,0,3130200
1684,46051,MG,IGUATAMA,0,3130309
1685,46078,MG,IJACI,0,3130408
1686,46094,MG,ILICÍNEA,0,3130507
1687,42226,MG,IMBÉ DE MINAS,0,3130556
1688,46116,MG,INCONFIDENTES,0,3130606
1689,42242,MG,INDAIABIRA,0,3130655
1690,46132,MG,INDIANÓPOLIS,0,3130705
1691,46159,MG,INGAÍ,0,3130804
1692,46175,MG,INHAPIM,0,3130903
1693,46191,MG,INHAÚMA,0,3131000
1694,46213,MG,INIMUTABA,0,3131109
1695,40266,MG,IPABA,0,3131158
1696,46230,MG,IPANEMA,0,3131208
1697,46256,MG,IPATINGA,0,3131307
1698,46272,MG,IPIAÇU,0,3131406
1699,46299,MG,IPUIÚNA,0,3131505
1700,46310,MG,IRAÍ DE MINAS,0,3131604
1701,46337,MG,ITABIRA,0,3131703
1702,46353,MG,ITABIRINHA,0,3131802
1703,46370,MG,ITABIRITO,0,3131901
1704,46396,MG,ITACAMBIRA,0,3132008
1705,46418,MG,ITACARAMBI,0,3132107
1706,46434,MG,ITAGUARA,0,3132206
1707,46450,MG,ITAIPÉ,0,3132305
1708,46477,MG,ITAJUBÁ,0,3132404
1709,46493,MG,ITAMARANDIBA,0,3132503
1710,46515,MG,ITAMARATI DE MINAS,0,3132602
1711,46531,MG,ITAMBACURI,0,3132701
1712,46558,MG,ITAMBÉ DO MATO DENTRO,0,3132800
1713,46574,MG,ITAMOGI,0,3132909
1714,46590,MG,ITAMONTE,0,3133006
1715,46612,MG,ITANHANDU,0,3133105
1716,46639,MG,ITANHOMI,0,3133204
1717,46655,MG,ITAOBIM,0,3133303
1718,46671,MG,ITAPAGIPE,0,3133402
1719,46698,MG,ITAPECERICA,0,3133501
1720,46710,MG,ITAPEVA,0,3133600
1721,46736,MG,ITATIAIUÇU,0,3133709
1722,46779,MG,ITAVERAVA,0,3133907
1723,54453,MG,ITAÚ DE MINAS,0,3133758
1724,46752,MG,ITAÚNA,0,3133808
1725,46795,MG,ITINGA,0,3134004
1726,46817,MG,ITUETA,0,3134103
1727,46833,MG,ITUIUTABA,0,3134202
1728,46850,MG,ITUMIRIM,0,3134301
1729,46876,MG,ITURAMA,0,3134400
1730,46892,MG,ITUTINGA,0,3134509
1731,46914,MG,JABOTICATUBAS,0,3134608
1732,46930,MG,JACINTO,0,3134707
1733,46973,MG,JACUTINGA,0,3134905
1734,46957,MG,JACUÍ,0,3134806
1735,46990,MG,JAGUARAÇU,0,3135001
1736,40304,MG,JAMPRUCA,0,3135076
1737,47015,MG,JANAÚBA,0,3135100
1738,47031,MG,JANUÁRIA,0,3135209
1739,47058,MG,JAPARAÍBA,0,3135308
1740,42269,MG,JAPONVAR,0,3135357
1741,40282,MG,JAÍBA,0,3135050
1742,47074,MG,JECEABA,0,3135407
1743,42285,MG,JENIPAPO DE MINAS,0,3135456
1744,47090,MG,JEQUERI,0,3135506
1745,47112,MG,JEQUITAÍ,0,3135605
1746,47139,MG,JEQUITIBÁ,0,3135704
1747,47155,MG,JEQUITINHONHA,0,3135803
1748,47171,MG,JESUÂNIA,0,3135902
1749,47210,MG,JOANÉSIA,0,3136108
1750,47279,MG,JOAQUIM FELÍCIO,0,3136405
1751,47198,MG,JOAÍMA,0,3136009
1752,47295,MG,JORDÂNIA,0,3136504
1753,40924,MG,JOSENÓPOLIS,0,3136579
1754,42307,MG,JOSÉ GONÇALVES DE MINAS,0,3136520
1755,42323,MG,JOSÉ RAYDAN,0,3136553
1756,47236,MG,JOÃO MONLEVADE,0,3136207
1757,47252,MG,JOÃO PINHEIRO,0,3136306
1758,40320,MG,JUATUBA,0,3136652
1759,47333,MG,JUIZ DE FORA,0,3136702
1760,47350,MG,JURAMENTO,0,3136801
1761,47376,MG,JURUAIA,0,3136900
1762,40940,MG,JUVENÍLIA,0,3136959
1763,47392,MG,LADAINHA,0,3137007
1764,47414,MG,LAGAMAR,0,3137106
1765,47430,MG,LAGOA DA PRATA,0,3137205
1766,47457,MG,LAGOA DOS PATOS,0,3137304
1767,47473,MG,LAGOA DOURADA,0,3137403
1768,47490,MG,LAGOA FORMOSA,0,3137502
1769,40347,MG,LAGOA GRANDE,0,3137536
1770,47511,MG,LAGOA SANTA,0,3137601
1771,47538,MG,LAJINHA,0,3137700
1772,47554,MG,LAMBARI,0,3137809
1773,47570,MG,LAMIM,0,3137908
1774,47597,MG,LARANJAL,0,3138005
1775,47619,MG,LASSANCE,0,3138104
1776,47635,MG,LAVRAS,0,3138203
1777,47651,MG,LEANDRO FERREIRA,0,3138302
1778,40967,MG,LEME DO PRADO,0,3138351
1779,47678,MG,LEOPOLDINA,0,3138401
1780,47694,MG,LIBERDADE,0,3138500
1781,47716,MG,LIMA DUARTE,0,3138609
1782,40363,MG,LIMEIRA DO OESTE,0,3138625
1783,40380,MG,LONTRA,0,3138658
1784,40983,MG,LUISBURGO,0,3138674
1785,41009,MG,LUISLÂNDIA,0,3138682
1786,47732,MG,LUMINÁRIAS,0,3138708
1787,47759,MG,LUZ,0,3138807
1788,47775,MG,MACHACALIS,0,3138906
1789,47791,MG,MACHADO,0,3139003
1790,47813,MG,MADRE DE DEUS DE MINAS,0,3139102
1791,47830,MG,MALACACHETA,0,3139201
1792,40401,MG,MAMONAS,0,3139250
1793,47856,MG,MANGA,0,3139300
1794,47872,MG,MANHUAÇU,0,3139409
1795,47899,MG,MANHUMIRIM,0,3139508
1796,47910,MG,MANTENA,0,3139607
1797,47953,MG,MAR DE ESPANHA,0,3139805
1798,47937,MG,MARAVILHAS,0,3139706
1799,47970,MG,MARIA DA FÉ,0,3139904
1800,47996,MG,MARIANA,0,3140001
1801,48011,MG,MARILAC,0,3140100
1802,48038,MG,MARIPÁ DE MINAS,0,3140209
1803,48054,MG,MARLIÉRIA,0,3140308
1804,48070,MG,MARMELÓPOLIS,0,3140407
1805,48097,MG,MARTINHO CAMPOS,0,3140506
1806,41041,MG,MARTINS SOARES,0,3140530
1807,40428,MG,MATA VERDE,0,3140555
1808,48119,MG,MATERLÂNDIA,0,3140605
1809,48135,MG,MATEUS LEME,0,3140704
1810,54313,MG,MATHIAS LOBATO,0,3171501
1811,48151,MG,MATIAS BARBOSA,0,3140803
1812,40444,MG,MATIAS CARDOSO,0,3140852
1813,48178,MG,MATIPÓ,0,3140902
1814,48194,MG,MATO VERDE,0,3141009
1815,48216,MG,MATOZINHOS,0,3141108
1816,48232,MG,MATUTINA,0,3141207
1817,48259,MG,MEDEIROS,0,3141306
1818,48275,MG,MEDINA,0,3141405
1819,48291,MG,MENDES PIMENTEL,0,3141504
1820,48313,MG,MERCÊS,0,3141603
1821,48330,MG,MESQUITA,0,3141702
1822,48356,MG,MINAS NOVAS,0,3141801
1823,48372,MG,MINDURI,0,3141900
1824,48399,MG,MIRABELA,0,3142007
1825,48410,MG,MIRADOURO,0,3142106
1826,41068,MG,MIRAVÂNIA,0,3142254
1827,48437,MG,MIRAÍ,0,3142205
1828,48453,MG,MOEDA,0,3142304
1829,48470,MG,MOEMA,0,3142403
1830,48496,MG,MONJOLOS,0,3142502
1831,48518,MG,MONSENHOR PAULO,0,3142601
1832,48534,MG,MONTALVÂNIA,0,3142700
1833,48550,MG,MONTE ALEGRE DE MINAS,0,3142809
1834,48577,MG,MONTE AZUL,0,3142908
1835,48593,MG,MONTE BELO,0,3143005
1836,48615,MG,MONTE CARMELO,0,3143104
1837,41084,MG,MONTE FORMOSO,0,3143153
1838,48631,MG,MONTE SANTO DE MINAS,0,3143203
1839,48674,MG,MONTE SIÃO,0,3143401
1840,48658,MG,MONTES CLAROS,0,3143302
1841,40460,MG,MONTEZUMA,0,3143450
1842,48690,MG,MORADA NOVA DE MINAS,0,3143500
1843,48712,MG,MORRO DA GARÇA,0,3143609
1844,48739,MG,MORRO DO PILAR,0,3143708
1845,48755,MG,MUNHOZ,0,3143807
1846,48771,MG,MURIAÉ,0,3143906
1847,48798,MG,MUTUM,0,3144003
1848,48810,MG,MUZAMBINHO,0,3144102
1849,41025,MG,MÁRIO CAMPOS,0,3140159
1850,48836,MG,NACIP RAYDAN,0,3144201
1851,48852,MG,NANUQUE,0,3144300
1852,40487,MG,NAQUE,0,3144359
1853,41106,MG,NATALÂNDIA,0,3144375
1854,48879,MG,NATÉRCIA,0,3144409
1855,48895,MG,NAZARENO,0,3144508
1856,48917,MG,NEPOMUCENO,0,3144607
1857,41122,MG,NINHEIRA,0,3144656
1858,41149,MG,NOVA BELÉM,0,3144672
1859,48933,MG,NOVA ERA,0,3144706
1860,48950,MG,NOVA LIMA,0,3144805
1861,48976,MG,NOVA MÓDICA,0,3144904
1862,48992,MG,NOVA PONTE,0,3145000
1863,41165,MG,NOVA PORTEIRINHA,0,3145059
1864,49018,MG,NOVA RESENDE,0,3145109
1865,49034,MG,NOVA SERRANA,0,3145208
1866,47317,MG,NOVA UNIÃO,0,3136603
1867,49050,MG,NOVO CRUZEIRO,0,3145307
1868,40509,MG,NOVO ORIENTE DE MINAS,0,3145356
1869,41181,MG,NOVORIZONTE,0,3145372
