,codigo_tse,uf,nome_municipio,capital,codigo_ibge
2888,23248,PE,MANARI,0,2609154
2889,24830,PE,MARAIAL,0,2609204
2890,24856,PE,MIRANDIBA,0,2609303
2891,25852,PE,MOREILÂNDIA,0,2614303
2892,24872,PE,MORENO,0,2609402
2893,24899,PE,NAZARÉ DA MATA,0,2609501
2894,24910,PE,OLINDA,0,2609600
2895,24937,PE,OROBÓ,0,2609709
2896,24953,PE,OROCÓ,0,2609808
2897,24970,PE,OURICURI,0,2609907
2898,24996,PE,PALMARES,0,2610004
2899,25011,PE,PALMEIRINA,0,2610103
2900,25038,PE,PANELAS,0,2610202
2901,25054,PE,PARANATAMA,0,2610301
2902,25070,PE,PARNAMIRIM,0,2610400
2903,25097,PE,PASSIRA,0,2610509
2904,25119,PE,PAUDALHO,0,2610608
2905,25135,PE,PAULISTA,0,2610707
2906,25151,PE,PEDRA,0,2610806
2907,25178,PE,PESQUEIRA,0,2610905
2908,25216,PE,PETROLINA,0,2611101
2909,25194,PE,PETROLÂNDIA,0,2611002
2910,25259,PE,POMBOS,0,2611309
2911,25232,PE,POÇÃO,0,2611200
2912,25275,PE,PRIMAVERA,0,2611408
2913,25291,PE,QUIPAPÁ,0,2611507
2914,23000,PE,QUIXABA,0,2611533
2915,25313,PE,RECIFE,1,2611606
2916,25330,PE,RIACHO DAS ALMAS,0,2611705
2917,25356,PE,RIBEIRÃO,0,2611804
2918,25372,PE,RIO FORMOSO,0,2611903
2919,25399,PE,SAIRÉ,0,2612000
2920,25410,PE,SALGADINHO,0,2612109
2921,25437,PE,SALGUEIRO,0,2612208
2922,25453,PE,SALOÁ,0,2612307
2923,25470,PE,SANHARÓ,0,2612406
2924,23108,PE,SANTA CRUZ,0,2612455
2925,23043,PE,SANTA CRUZ DA BAIXA VERDE,0,2612471
2926,25496,PE,SANTA CRUZ DO CAPIBARIBE,0,2612505
2927,23329,PE,SANTA FILOMENA,0,2612554
2928,25518,PE,SANTA MARIA DA BOA VISTA,0,2612604
2929,25534,PE,SANTA MARIA DO CAMBUCÁ,0,2612703
2930,25550,PE,SANTA TEREZINHA,0,2612802
2931,25771,PE,SERRA TALHADA,0,2613909
2932,25798,PE,SERRITA,0,2614006
2933,25810,PE,SERTÂNIA,0,2614105
2934,25836,PE,SIRINHAÉM,0,2614204
2935,25879,PE,SOLIDÃO,0,2614402
2936,25895,PE,SURUBIM,0,2614501
2937,25577,PE,SÃO BENEDITO DO SUL,0,2612901
2938,25593,PE,SÃO BENTO DO UNA,0,2613008
2939,25615,PE,SÃO CAITANO,0,2613107
2940,25658,PE,SÃO JOAQUIM DO MONTE,0,2613305
2941,25674,PE,SÃO JOSÉ DA COROA GRANDE,0,2613404
2942,25690,PE,SÃO JOSÉ DO BELMONTE,0,2613503
2943,25712,PE,SÃO JOSÉ DO EGITO,0,2613602
2944,25631,PE,SÃO JOÃO,0,2613206
2945,25739,PE,SÃO LOURENÇO DA MATA,0,2613701
2946,25755,PE,SÃO VICENTE FERRÉR,0,2613800
2947,25917,PE,TABIRA,0,2614600
2948,25933,PE,TACAIMBÓ,0,2614709
2949,25950,PE,TACARATU,0,2614808
2950,23280,PE,TAMANDARÉ,0,2614857
2951,25992,PE,TAQUARITINGA DO NORTE,0,2615003
2952,26018,PE,TEREZINHA,0,2615102
2953,26034,PE,TERRA NOVA,0,2615201
2954,26050,PE,TIMBAÚBA,0,2615300
2955,26077,PE,TORITAMA,0,2615409
2956,26093,PE,TRACUNHAÉM,0,2615508
2957,26115,PE,TRINDADE,0,2615607
2958,26131,PE,TRIUNFO,0,2615706
2959,26158,PE,TUPANATINGA,0,2615805
2960,26174,PE,TUPARETAMA,0,2615904
2961,26190,PE,VENTUROSA,0,2616001
2962,26212,PE,VERDEJANTE,0,2616100
2963,23086,PE,VERTENTE DO LÉRIO,0,2616183
2964,26239,PE,VERTENTES,0,2616209
2965,26255,PE,VICÊNCIA,0,2616308
2966,26271,PE,VITÓRIA DE SANTO ANTÃO,0,2616407
2967,23060,PE,XEXÉU,0,2616506
2968,23078,PE,ÁGUA PRETA,0,2600401
2969,23094,PE,ÁGUAS BELAS,0,2600500
2970,12327,PI,ACAUÃ,0,2200053
2971,10014,PI,AGRICOLÂNDIA,0,2200103
2972,12319,PI,ALAGOINHA DO PIAUÍ,0,2200251
2973,10022,PI,ALEGRETE DO PIAUÍ,0,2200277
2974,10057,PI,ALTO LONGÁ,0,2200301
2975,10073,PI,ALTOS,0,2200400
2976,12084,PI,ALVORADA DO GURGUÉIA,0,2200459
2977,10090,PI,AMARANTE,0,2200509
2978,10111,PI,ANGICAL DO PIAUÍ,0,2200608
2979,10154,PI,ANTÔNIO ALMEIDA,0,2200806
2980,10138,PI,ANÍSIO DE ABREU,0,2200707
2981,10170,PI,AROAZES,0,2200905
2982,12734,PI,AROEIRAS DO ITAIM,0,2200954
2983,10197,PI,ARRAIAL,0,2201002
2984,12106,PI,ASSUNÇÃO DO PIAUÍ,0,2201051
2985,10219,PI,AVELINO LOPES,0,2201101
2986,10049,PI,BAIXA GRANDE DO RIBEIRO,0,2201150
2987,10600,PI,BARRA D'ALCÂNTARA,0,2201176
2988,10235,PI,BARRAS,0,2201200
2989,10251,PI,BARREIRAS DO PIAUÍ,0,2201309
2990,10278,PI,BARRO DURO,0,2201408
2991,10294,PI,BATALHA,0,2201507
2992,10626,PI,BELA VISTA DO PIAUÍ,0,2201556
2993,12335,PI,BELÉM DO PIAUÍ,0,2201572
2994,10316,PI,BENEDITINOS,0,2201606
2995,10332,PI,BERTOLÍNIA,0,2201705
2996,12122,PI,BETÂNIA DO PIAUÍ,0,2201739
2997,10669,PI,BOA HORA,0,2201770
2998,10359,PI,BOCAINA,0,2201804
2999,10375,PI,BOM JESUS,0,2201903
3000,10065,PI,BOM PRINCÍPIO DO PIAUÍ,0,2201919
3001,10081,PI,BONFIM DO PIAUÍ,0,2201929
3002,12149,PI,BOQUEIRÃO DO PIAUÍ,0,2201945
3003,10006,PI,BRASILEIRA,0,2201960
3004,10642,PI,BREJO DO PIAUÍ,0,2201988
3005,10391,PI,BURITI DOS LOPES,0,2202000
3006,10103,PI,BURITI DOS MONTES,0,2202026
3007,10120,PI,CABECEIRAS DO PIAUÍ,0,2202059
3008,12343,PI,CAJAZEIRAS DO PIAUÍ,0,2202075
3009,12572,PI,CAJUEIRO DA PRAIA,0,2202083
3010,10146,PI,CALDEIRÃO GRANDE DO PIAUÍ,0,2202091
3011,10413,PI,CAMPINAS DO PIAUÍ,0,2202109
3012,12351,PI,CAMPO ALEGRE DO FIDALGO,0,2202117
3013,10723,PI,CAMPO GRANDE DO PIAUÍ,0,2202133
3014,10740,PI,CAMPO LARGO DO PIAUÍ,0,2202174
3015,10430,PI,CAMPO MAIOR,0,2202208
3016,10162,PI,CANAVIEIRA,0,2202251
3017,10456,PI,CANTO DO BURITI,0,2202307
3018,10472,PI,CAPITÃO DE CAMPOS,0,2202406
3019,10707,PI,CAPITÃO GERVÁSIO OLIVEIRA,0,2202455
3020,10499,PI,CARACOL,0,2202505
3021,12670,PI,CARAÚBAS DO PIAUÍ,0,2202539
3022,12165,PI,CARIDADE DO PIAUÍ,0,2202554
3023,10510,PI,CASTELO DO PIAUÍ,0,2202604
3024,12688,PI,CAXINGÓ,0,2202653
3025,10537,PI,COCAL,0,2202703
3026,12360,PI,COCAL DE TELHA,0,2202711
3027,12696,PI,COCAL DOS ALVES,0,2202729
3028,10189,PI,COIVARAS,0,2202737
3029,10200,PI,COLÔNIA DO GURGUÉIA,0,2202752
3030,10227,PI,COLÔNIA DO PIAUÍ,0,2202778
3031,10553,PI,CONCEIÇÃO DO CANINDÉ,0,2202802
3032,10243,PI,CORONEL JOSÉ DIAS,0,2202851
3033,10570,PI,CORRENTE,0,2202901
3034,10596,PI,CRISTALÂNDIA DO PIAUÍ,0,2203008
3035,10618,PI,CRISTINO CASTRO,0,2203107
3036,10634,PI,CURIMATÁ,0,2203206
3037,10766,PI,CURRAIS,0,2203230
3038,12181,PI,CURRAL NOVO DO PIAUÍ,0,2203271
3039,12580,PI,CURRALINHOS,0,2203255
3040,10650,PI,DEMERVAL LOBÃO,0,2203305
3041,12297,PI,DIRCEU ARCOVERDE,0,2203354
3042,10677,PI,DOM EXPEDITO LOPES,0,2203404
3043,10685,PI,DOM INOCÊNCIO,0,2203453
3044,11410,PI,DOMINGOS MOURÃO,0,2203420
3045,10693,PI,ELESBÃO VELOSO,0,2203503
3046,10715,PI,ELISEU MARTINS,0,2203602
3047,10731,PI,ESPERANTINA,0,2203701
3048,10260,PI,FARTURA DO PIAUÍ,0,2203750
3049,10758,PI,FLORES DO PIAUÍ,0,2203800
3050,12637,PI,FLORESTA DO PIAUÍ,0,2203859
3051,10774,PI,FLORIANO,0,2203909
3052,10790,PI,FRANCINÓPOLIS,0,2204006
3053,10812,PI,FRANCISCO AYRES,0,2204105
3054,12378,PI,FRANCISCO MACEDO,0,2204154
3055,10839,PI,FRANCISCO SANTOS,0,2204204
3056,10855,PI,FRONTEIRAS,0,2204303
3057,10782,PI,GEMINIANO,0,2204352
3058,10871,PI,GILBUÉS,0,2204402
3059,10898,PI,GUADALUPE,0,2204501
3060,10804,PI,GUARIBAS,0,2204550
3061,10910,PI,HUGO NAPOLEÃO,0,2204600
3062,10820,PI,ILHA GRANDE,0,2204659
3063,10936,PI,INHUMA,0,2204709
3064,10952,PI,IPIRANGA DO PIAUÍ,0,2204808
3065,10979,PI,ISAÍAS COELHO,0,2204907
3066,10995,PI,ITAINÓPOLIS,0,2205003
3067,11010,PI,ITAUEIRA,0,2205102
3068,10286,PI,JACOBINA DO PIAUÍ,0,2205151
3069,11037,PI,JAICÓS,0,2205201
3070,10308,PI,JARDIM DO MULATO,0,2205250
3071,12394,PI,JATOBÁ DO PIAUÍ,0,2205276
3072,11053,PI,JERUMENHA,0,2205300
3073,11070,PI,JOAQUIM PIRES,0,2205409
3074,12408,PI,JOCA MARQUES,0,2205458
3075,11096,PI,JOSÉ DE FREITAS,0,2205508
3076,12386,PI,JOÃO COSTA,0,2205359
3077,12416,PI,JUAZEIRO DO PIAUÍ,0,2205516
3078,10847,PI,JUREMA,0,2205532
3079,12203,PI,JÚLIO BORGES,0,2205524
3080,10324,PI,LAGOA ALEGRE,0,2205557
3081,10863,PI,LAGOA DE SÃO FRANCISCO,0,2205573
3082,10340,PI,LAGOA DO BARRO DO PIAUÍ,0,2205565
3083,12424,PI,LAGOA DO PIAUÍ,0,2205581
3084,12220,PI,LAGOA DO SÍTIO,0,2205599
3085,12432,PI,LAGOINHA DO PIAUÍ,0,2205540
3086,11118,PI,LANDRI SALES,0,2205607
3087,11134,PI,LUIS CORREIA,0,2205706
3088,11150,PI,LUZILÂNDIA,0,2205805
3089,12440,PI,MADEIRO,0,2205854
3090,11177,PI,MANOEL EMÍDIO,0,2205904
3091,10367,PI,MARCOLÂNDIA,0,2205953
3092,11193,PI,MARCOS PARENTE,0,2206001
3093,12467,PI,MASSAPÊ DO PIAUÍ,0,2206050
3094,11215,PI,MATIAS OLÍMPIO,0,2206100
3095,11231,PI,MIGUEL ALVES,0,2206209
3096,11258,PI,MIGUEL LEÃO,0,2206308
3097,12246,PI,MILTON BRANDÃO,0,2206357
3098,11274,PI,MONSENHOR GIL,0,2206407
3099,11290,PI,MONSENHOR HIPÓLITO,0,2206506
3100,11312,PI,MONTE ALEGRE DO PIAUÍ,0,2206605
3101,10880,PI,MORRO CABEÇA NO TEMPO,0,2206654
3102,12459,PI,MORRO DO CHAPÉU DO PIAUÍ,0,2206670
3103,12475,PI,MURICI DOS PORTELAS,0,2206696
3104,11339,PI,NAZARÉ DO PIAUÍ,0,2206704
3105,12726,PI,NAZÁRIA,0,2206720
3106,10928,PI,NOSSA SENHORA DE NAZARÉ,0,2206753
3107,11355,PI,NOSSA SENHORA DOS REMÉDIOS,0,2206803
3108,10960,PI,NOVA SANTA RITA,0,2207959
3109,11371,PI,NOVO ORIENTE DO PIAUÍ,0,2206902
3110,10901,PI,NOVO SANTO ANTÔNIO,0,2206951
3111,11398,PI,OEIRAS,0,2207009
3112,12483,PI,OLHO D'ÁGUA DO PIAUÍ,0,2207108
3113,11436,PI,PADRE MARCOS,0,2207207
3114,11452,PI,PAES LANDIM,0,2207306
3115,12262,PI,PAJEÚ DO PIAUÍ,0,2207355
3116,11479,PI,PALMEIRA DO PIAUÍ,0,2207405
3117,11495,PI,PALMEIRAIS,0,2207504
3118,10944,PI,PAQUETÁ,0,2207553
3119,11517,PI,PARNAGUÁ,0,2207603
3120,11533,PI,PARNAÍBA,0,2207702
3121,10405,PI,PASSAGEM FRANCA DO PIAUÍ,0,2207751
3122,10383,PI,PATOS DO PIAUÍ,0,2207777
3123,12718,PI,PAU D'ARCO DO PIAUÍ,0,2207793
3124,11550,PI,PAULISTANA,0,2207801
3125,12289,PI,PAVUSSU,0,2207850
3126,11576,PI,PEDRO II,0,2207900
3127,12491,PI,PEDRO LAURENTINO,0,2207934
3128,11592,PI,PICOS,0,2208007
3129,11614,PI,PIMENTEIRAS,0,2208106
3130,11630,PI,PIO IX,0,2208205
3131,11657,PI,PIRACURUCA,0,2208304
3132,11673,PI,PIRIPIRI,0,2208403
3133,11690,PI,PORTO,0,2208502
3134,12599,PI,PORTO ALEGRE DO PIAUÍ,0,2208551
3135,11711,PI,PRATA DO PIAUÍ,0,2208601
3136,10421,PI,QUEIMADA NOVA,0,2208650
3137,11738,PI,REDENÇÃO DO GURGUÉIA,0,2208700
3138,11754,PI,REGENERAÇÃO,0,2208809
3139,12300,PI,RIACHO FRIO,0,2208858
3140,12602,PI,RIBEIRA DO PIAUÍ,0,2208874
3141,11770,PI,RIBEIRO GONÇALVES,0,2208908
3142,11797,PI,RIO GRANDE DO PIAUÍ,0,2209005
3143,11819,PI,SANTA CRUZ DO PIAUÍ,0,2209104
3144,10448,PI,SANTA CRUZ DOS MILAGRES,0,2209153
3145,11835,PI,SANTA FILOMENA,0,2209203
3146,11851,PI,SANTA LUZ,0,2209302
3147,10464,PI,SANTA ROSA DO PIAUÍ,0,2209377
3148,10480,PI,SANTANA DO PIAUÍ,0,2209351
3149,11878,PI,SANTO ANTÔNIO DE LISBOA,0,2209401
3150,12653,PI,SANTO ANTÔNIO DOS MILAGRES,0,2209450
3151,11894,PI,SANTO INÁCIO DO PIAUÍ,0,2209500
3152,12041,PI,SEBASTIÃO BARROS,0,2210623
3153,12068,PI,SEBASTIÃO LEAL,0,2210631
3154,10545,PI,SIGEFREDO PACHECO,0,2210656
3155,12157,PI,SIMPLÍCIO MENDES,0,2210805
3156,12130,PI,SIMÕES,0,2210706
3157,12173,PI,SOCORRO DO PIAUÍ,0,2210904
3158,12513,PI,SUSSUAPARA,0,2210938
3159,10502,PI,SÃO BRAZ DO PIAUÍ,0,2209559
3160,12505,PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,0,2209658
3161,11932,PI,SÃO FRANCISCO DO PIAUÍ,0,2209708
3162,11916,PI,SÃO FÉLIX DO PIAUÍ,0,2209609
3163,12610,PI,SÃO GONÇALO DO GURGUÉIA,0,2209757
3164,11959,PI,SÃO GONÇALO DO PIAUÍ,0,2209807
3165,10529,PI,SÃO JOSÉ DO DIVINO,0,2210052
3166,12017,PI,SÃO JOSÉ DO PEIXE,0,2210102
3167,12033,PI,SÃO JOSÉ DO PIAUÍ,0,2210201
3168,11088,PI,SÃO JOÃO DA CANABRAVA,0,2209856
3169,12009,PI,SÃO JOÃO DA FRONTEIRA,0,2209872
3170,11975,PI,SÃO JOÃO DA SERRA,0,2209906
3171,12025,PI,SÃO JOÃO DA VARJOTA,0,2209955
3172,10987,PI,SÃO JOÃO DO ARRAIAL,0,2209971
3173,11991,PI,SÃO JOÃO DO PIAUÍ,0,2210003
3174,12050,PI,SÃO JULIÃO,0,2210300
3175,10561,PI,SÃO LOURENÇO DO PIAUÍ,0,2210359
3176,12629,PI,SÃO LUIS DO PIAUÍ,0,2210375
3177,12661,PI,SÃO MIGUEL DA BAIXA GRANDE,0,2210383
3178,12700,PI,SÃO MIGUEL DO FIDALGO,0,2210391
3179,12076,PI,SÃO MIGUEL DO TAPUIO,0,2210409
3180,12092,PI,SÃO PEDRO DO PIAUÍ,0,2210508
3181,12114,PI,SÃO RAIMUNDO NONATO,0,2210607
3182,12530,PI,TAMBORIL DO PIAUÍ,0,2210953
3183,12521,PI,TANQUE DO PIAUÍ,0,2210979
3184,12190,PI,TERESINA,1,2211001
3185,12211,PI,UNIÃO,0,2211100
3186,12238,PI,URUÇUÍ,0,2211209
3187,12254,PI,VALENÇA DO PIAUÍ,0,2211308
3188,12556,PI,VERA MENDES,0,2211506
3189,12548,PI,VILA NOVA DO PIAUÍ,0,2211605
3190,10588,PI,VÁRZEA BRANCA,0,2211357
3191,12270,PI,VÁRZEA GRANDE,0,2211407
3192,12564,PI,WALL FERRAZ,0,2211704
3193,10030,PI,ÁGUA BRANCA,0,2200202
3194,74012,PR,ABATIÁ,0,4100103
3195,74039,PR,ADRIANÓPOLIS,0,4100202
3196,74055,PR,AGUDOS DO SUL,0,4100301
3197,74071,PR,ALMIRANTE TAMANDARÉ,0,4100400
3198,84557,PR,ALTAMIRA DO PARANÁ,0,4100459
3199,74098,PR,ALTO PARANÁ,0,4100608
3200,74926,PR,ALTO PARAÍSO,0,4128625
3201,74110,PR,ALTO PIQUIRI,0,4100707
3202,79510,PR,ALTÔNIA,0,4100509
3203,74136,PR,ALVORADA DO SUL,0,4100806
3204,74152,PR,AMAPORÃ,0,4100905
3205,74179,PR,AMPÉRE,0,4101002
3206,74101,PR,ANAHY,0,4101051
3207,74195,PR,ANDIRÁ,0,4101101
3208,74217,PR,ANTONINA,0,4101200
3209,74233,PR,ANTONIO OLINTO,0,4101309
3210,74250,PR,APUCARANA,0,4101408
3211,74276,PR,ARAPONGAS,0,4101507
3212,74292,PR,ARAPOTI,0,4101606
3213,75108,PR,ARAPUÃ,0,4101655
3214,74314,PR,ARARUNA,0,4101705
3215,74357,PR,ARAUCÁRIA,0,4101804
3216,75086,PR,ARIRANHA DO IVAÍ,0,4101853
3217,74373,PR,ASSAÍ,0,4101903
3218,79537,PR,ASSIS CHATEAUBRIAND,0,4102000
3219,74390,PR,ASTORGA,0,4102109
3220,74411,PR,ATALAIA,0,4102208
3221,74438,PR,BALSA NOVA,0,4102307
3222,74454,PR,BANDEIRANTES,0,4102406
3223,74470,PR,BARBOSA FERRAZ,0,4102505
3224,74519,PR,BARRA DO JACARÉ,0,4102703
3225,74497,PR,BARRACÃO,0,4102604
3226,75124,PR,BELA VISTA DA CAROBA,0,4102752
3227,74535,PR,BELA VISTA DO PARAÍSO,0,4102802
3228,74551,PR,BITURUNA,0,4102901
3229,74578,PR,BOA ESPERANÇA,0,4103008
3230,74144,PR,BOA ESPERANÇA DO IGUAÇU,0,4103024
3231,75140,PR,BOA VENTURA DE SÃO ROQUE,0,4103040
3232,79812,PR,BOA VISTA DA APARECIDA,0,4103057
3233,74594,PR,BOCAIÚVA DO SUL,0,4103107
3234,75167,PR,BOM JESUS DO SUL,0,4103156
3235,74616,PR,BOM SUCESSO,0,4103206
3236,74160,PR,BOM SUCESSO DO SUL,0,4103222
3237,74632,PR,BORRAZÓPOLIS,0,4103305
3238,79839,PR,BRAGANEY,0,4103354
3239,74187,PR,BRASILÂNDIA DO SUL,0,4103370
3240,74659,PR,CAFEARA,0,4103404
3241,79855,PR,CAFELÂNDIA,0,4103453
3242,74209,PR,CAFEZAL DO SUL,0,4103479
3243,74675,PR,CALIFÓRNIA,0,4103503
3244,74691,PR,CAMBARÁ,0,4103602
3245,74730,PR,CAMBIRA,0,4103800
3246,74713,PR,CAMBÉ,0,4103701
3247,74756,PR,CAMPINA DA LAGOA,0,4103909
3248,75183,PR,CAMPINA DO SIMÃO,0,4103958
3249,74772,PR,CAMPINA GRANDE DO SUL,0,4104006
3250,74780,PR,CAMPO BONITO,0,4104055
3251,74799,PR,CAMPO DO TENENTE,0,4104105
3252,74810,PR,CAMPO LARGO,0,4104204
3253,75205,PR,CAMPO MAGRO,0,4104253
3254,74837,PR,CAMPO MOURÃO,0,4104303
3255,74225,PR,CANDÓI,0,4104428
3256,84514,PR,CANTAGALO,0,4104451
3257,74870,PR,CAPANEMA,0,4104501
3258,74896,PR,CAPITÃO LEÔNIDAS MARQUES,0,4104600
3259,75221,PR,CARAMBEÍ,0,4104659
3260,74918,PR,CARLÓPOLIS,0,4104709
3261,74934,PR,CASCAVEL,0,4104808
3262,74950,PR,CASTRO,0,4104907
3263,74977,PR,CATANDUVAS,0,4105003
3264,74993,PR,CENTENÁRIO DO SUL,0,4105102
3265,75019,PR,CERRO AZUL,0,4105201
3266,75035,PR,CHOPINZINHO,0,4105409
3267,75051,PR,CIANORTE,0,4105508
3268,75078,PR,CIDADE GAÚCHA,0,4105607
3269,75094,PR,CLEVELÂNDIA,0,4105706
3270,75132,PR,COLOMBO,0,4105805
3271,75159,PR,COLORADO,0,4105904
3272,75175,PR,CONGONHINHAS,0,4106001
3273,75191,PR,CONSELHEIRO MAIRINCK,0,4106100
3274,75213,PR,CONTENDA,0,4106209
3275,75230,PR,CORBÉLIA,0,4106308
3276,75256,PR,CORNÉLIO PROCÓPIO,0,4106407
3277,75248,PR,CORONEL DOMINGOS SOARES,0,4106456
3278,75272,PR,CORONEL VIVIDA,0,4106506
3279,75280,PR,CORUMBATAÍ DO SUL,0,4106555
3280,75337,PR,CRUZ MACHADO,0,4106803
3281,74241,PR,CRUZEIRO DO IGUAÇU,0,4106571
3282,75299,PR,CRUZEIRO DO OESTE,0,4106605
3283,75310,PR,CRUZEIRO DO SUL,0,4106704
3284,75264,PR,CRUZMALTINA,0,4106852
3285,75353,PR,CURITIBA,1,4106902
3286,75370,PR,CURIÚVA,0,4107009
3287,74853,PR,CÂNDIDO DE ABREU,0,4104402
3288,79570,PR,CÉU AZUL,0,4105300
3289,75400,PR,DIAMANTE D'OESTE,0,4107157
3290,75396,PR,DIAMANTE DO NORTE,0,4107108
3291,74268,PR,DIAMANTE DO SUL,0,4107124
3292,75418,PR,DOIS VIZINHOS,0,4107207
3293,84654,PR,DOURADINA,0,4107256
3294,75434,PR,DOUTOR CAMARGO,0,4107306
3295,74942,PR,DOUTOR ULYSSES,0,4128633
3296,75477,PR,ENGENHEIRO BELTRÃO,0,4107504
3297,74284,PR,ENTRE RIOS DO OESTE,0,4107538
3298,75450,PR,ENÉAS MARQUES,0,4107405
3299,75302,PR,ESPERANÇA NOVA,0,4107520
3300,75329,PR,ESPIGÃO ALTO DO IGUAÇU,0,4107546
3301,74306,PR,FAROL,0,4107553
3302,75493,PR,FAXINAL,0,4107603
3303,74322,PR,FAZENDA RIO GRANDE,0,4107652
3304,75345,PR,FERNANDES PINHEIRO,0,4107736
3305,84573,PR,FIGUEIRA,0,4107751
3306,74349,PR,FLOR DA SERRA DO SUL,0,4107850
3307,75531,PR,FLORAÍ,0,4107801
3308,75558,PR,FLORESTA,0,4107900
3309,75574,PR,FLORESTÓPOLIS,0,4108007
3310,75590,PR,FLÓRIDA,0,4108106
3311,75612,PR,FORMOSA DO OESTE,0,4108205
3312,75639,PR,FOZ DO IGUAÇU,0,4108304
3313,75361,PR,FOZ DO JORDÃO,0,4108452
3314,79774,PR,FRANCISCO ALVES,0,4108320
3315,75655,PR,FRANCISCO BELTRÃO,0,4108403
3316,75515,PR,FÊNIX,0,4107702
3317,75671,PR,GENERAL CARNEIRO,0,4108502
3318,74004,PR,GODOY MOREIRA,0,4108551
3319,75698,PR,GOIOERÊ,0,4108601
3320,75388,PR,GOIOXIM,0,4108650
3321,79596,PR,GRANDES RIOS,0,4108700
3322,75736,PR,GUAIRAÇÁ,0,4108908
3323,75426,PR,GUAMIRANGA,0,4108957
3324,75752,PR,GUAPIRAMA,0,4109005
3325,75779,PR,GUAPOREMA,0,4109104
3326,75795,PR,GUARACI,0,4109203
3327,75817,PR,GUARANIAÇU,0,4109302
3328,75833,PR,GUARAPUAVA,0,4109401
3329,75850,PR,GUARAQUEÇABA,0,4109500
3330,75876,PR,GUARATUBA,0,4109609
3331,75710,PR,GUAÍRA,0,4108809
3332,74365,PR,HONÓRIO SERPA,0,4109658
3333,75892,PR,IBAITI,0,4109708
3334,74020,PR,IBEMA,0,4109757
3335,75914,PR,IBIPORÃ,0,4109807
3336,75930,PR,ICARAÍMA,0,4109906
3337,75957,PR,IGUARAÇU,0,4110003
3338,74381,PR,IGUATU,0,4110052
3339,75442,PR,IMBAÚ,0,4110078
3340,75973,PR,IMBITUVA,0,4110102
3341,76015,PR,INAJÁ,0,4110300
3342,79618,PR,INDIANÓPOLIS,0,4110409
3343,75990,PR,INÁCIO MARTINS,0,4110201
3344,76031,PR,IPIRANGA,0,4110508
3345,76058,PR,IPORÃ,0,4110607
3346,74403,PR,IRACEMA DO OESTE,0,4110656
3347,76074,PR,IRATI,0,4110706
3348,76090,PR,IRETAMA,0,4110805
3349,76112,PR,ITAGUAJÉ,0,4110904
3350,75000,PR,ITAIPULÂNDIA,0,4110953
3351,76139,PR,ITAMBARACÁ,0,4111001
3352,76155,PR,ITAMBÉ,0,4111100
3353,76171,PR,ITAPEJARA D'OESTE,0,4111209
3354,74446,PR,ITAPERUÇU,0,4111258
3355,76198,PR,ITAÚNA DO SUL,0,4111308
3356,76236,PR,IVAIPORÃ,0,4111506
3357,76252,PR,IVATUBA,0,4111605
3358,74462,PR,IVATÉ,0,4111555
3359,76210,PR,IVAÍ,0,4111407
3360,76279,PR,JABOTI,0,4111704
3361,76295,PR,JACAREZINHO,0,4111803
3362,76317,PR,JAGUAPITÃ,0,4111902
3363,76333,PR,JAGUARIAÍVA,0,4112009
3364,76350,PR,JANDAIA DO SUL,0,4112108
3365,76376,PR,JANIÓPOLIS,0,4112207
3366,76392,PR,JAPIRA,0,4112306
3367,76414,PR,JAPURÁ,0,4112405
3368,76430,PR,JARDIM ALEGRE,0,4112504
3369,76457,PR,JARDIM OLINDA,0,4112603
3370,76473,PR,JATAIZINHO,0,4112702
3371,79979,PR,JESUÍTAS,0,4112751
3372,76490,PR,JOAQUIM TÁVORA,0,4112801
3373,76511,PR,JUNDIAÍ DO SUL,0,4112900
3374,84638,PR,JURANDA,0,4112959
3375,76538,PR,JUSSARA,0,4113007
3376,76554,PR,KALORÉ,0,4113106
3377,76570,PR,LAPA,0,4113205
3378,74985,PR,LARANJAL,0,4113254
3379,76597,PR,LARANJEIRAS DO SUL,0,4113304
3380,76619,PR,LEÓPOLIS,0,4113403
3381,74489,PR,LIDIANÓPOLIS,0,4113429
3382,74047,PR,LINDOESTE,0,4113452
3383,76635,PR,LOANDA,0,4113502
3384,76651,PR,LOBATO,0,4113601
3385,76678,PR,LONDRINA,0,4113700
3386,75809,PR,LUIZIANA,0,4113734
3387,84590,PR,LUNARDELLI,0,4113759
3388,76694,PR,LUPIONÓPOLIS,0,4113809
3389,76716,PR,MALLET,0,4113908
3390,76732,PR,MAMBORÊ,0,4114005
3391,76775,PR,MANDAGUARI,0,4114203
3392,76759,PR,MANDAGUAÇU,0,4114104
3393,76791,PR,MANDIRITUBA,0,4114302
3394,75469,PR,MANFRINÓPOLIS,0,4114351
3395,75116,PR,MANGUEIRINHA,0,4114401
3396,76813,PR,MANOEL RIBAS,0,4114500
3397,76830,PR,MARECHAL CÂNDIDO RONDON,0,4114609
3398,76856,PR,MARIA HELENA,0,4114708
3399,76872,PR,MARIALVA,0,4114807
3400,79758,PR,MARILENA,0,4115002
3401,76899,PR,MARILUZ,0,4115101
3402,74330,PR,MARILÂNDIA DO SUL,0,4114906
3403,76910,PR,MARINGÁ,0,4115200
3404,74500,PR,MARIPÁ,0,4115358
